IATA,Name,City,Official Country Name
LPA,Gran Canaria Airport,Gran Canaria Island,Kingdom of Spain
ACE,Lanzarote Airport,Lanzarote Island,Kingdom of Spain
TFS,Tenerife South Airport,Tenerife Island,Kingdom of Spain
TFN,Tenerife Norte Airport,Tenerife Island,Kingdom of Spain
MLN,Melilla Airport,Melilla Island,Kingdom of Spain
BTE,Sherbro International Airport,Bonthe,Republic of Sierra Leone
KBS,Bo Airport,Bo,Republic of Sierra Leone
GBK,Gbangbatok Airport,Gbangbatok,Republic of Sierra Leone
HGS,Hastings Airport,Freetown,Republic of Sierra Leone
KBA,Kabala Airport,Kabala,Republic of Sierra Leone
KEN,Kenema Airport,Kenema,Republic of Sierra Leone
FNA,Lungi International Airport,Freetown,Republic of Sierra Leone
WYE,Yengema Airport,Yengema,Republic of Sierra Leone
BQE,Bubaque Airport,Bubaque,Republic of Guinea-Bissau
OXB,Osvaldo Vieira International Airport,Bissau,Republic of Guinea-Bissau
UCN,Buchanan Airport,Buchanan,Republic of Liberia
SNI,Greenville Sinoe Airport,Greenville,Republic of Liberia
MLW,Spriggs Payne Airport,Monrovia,Republic of Liberia
NIA,Nimba Airport,Nimba,Republic of Liberia
ROB,Roberts International Airport,Monrovia,Republic of Liberia
SAZ,Sasstown Airport,Sasstown,Republic of Liberia
THC,Tchien Airport,Tchien,Republic of Liberia
VOI,Voinjama Airport,Voinjama,Republic of Liberia
AGA,Al Massira Airport,Agadir,Kingdom of Morocco
TTA,Tan Tan Airport,Tan Tan,Kingdom of Morocco
OZG,Zagora Airport,Zagora,Kingdom of Morocco
UAR,Bouarfa Airport,Bouarfa,Kingdom of Morocco
FEZ,Saiss Airport,Fes,Kingdom of Morocco
ERH,Moulay Ali Cherif Airport,Errachidia,Kingdom of Morocco
MEK,Bassatine Airport,Meknes,Kingdom of Morocco
OUD,Angads Airport,Oujda,Kingdom of Morocco
SMW,Smara Airport,Smara,Western Sahara
GMD,Ben Slimane Airport,Ben Slimane,Kingdom of Morocco
RBA,Rabat-Sale Airport,Rabat,Kingdom of Morocco
SII,Sidi Ifni Xx Airport,Sidi Ifni,Kingdom of Morocco
VIL,Dakhla Airport,Dakhla,Western Sahara
ESU,Mogador Airport,Essaouira,Kingdom of Morocco
EUN,Hassan I Airport,El Aaiun,Western Sahara
CMN,Mohammed V International Airport,Casablanca,Kingdom of Morocco
NDR,Nador International Airport,Nador,Kingdom of Morocco
RAK,Menara Airport,Marrakech,Kingdom of Morocco
OZZ,Ouarzazate Airport,Ouarzazate,Kingdom of Morocco
AHU,Cherif Al Idrissi Airport,Al Hoceima,Kingdom of Morocco
TNG,Ibn Batouta Airport,Tangier,Kingdom of Morocco
DSS,Blaise Diagne International Airport,Diass,Republic of Senegal
KDA,Kolda North Airport,Kolda,Republic of Senegal
ZIG,Ziguinchor Airport,Ziguinchor,Republic of Senegal
CSK,Cap Skirring Airport,Cap Skirring,Republic of Senegal
KLC,Kaolack Airport,Kaolack,Republic of Senegal
DKR,Leopold Sedar Senghor International Airport,Dakar,Republic of Senegal
MAX,Ouro Sogui Airport,Matam,Republic of Senegal
POD,Podor Airport,Podor,Republic of Senegal
RDT,Richard Toll Airport,Richard Toll,Republic of Senegal
XLS,Saint Louis Airport,Saint Louis,Republic of Senegal
BXE,Bakel Airport,Bakel,Republic of Senegal
KGG,Kedougou Airport,Kedougou,Republic of Senegal
SMY,Simenti Airport,Simenti,Republic of Senegal
TUD,Tambacounda Airport,Tambacounda,Republic of Senegal
AEO,Aioun el Atrouss Airport,Aioun El Atrouss,Islamic Republic of Mauritania
OTL,Boutilimit Airport,Boutilimit,Islamic Republic of Mauritania
THI,Tichitt Airport,Tichitt,Islamic Republic of Mauritania
TIY,Tidjikja Airport,Tidjikja,Islamic Republic of Mauritania
BGH,Abbaye Airport,Boghe,Islamic Republic of Mauritania
KFA,Kiffa Airport,Kiffa,Islamic Republic of Mauritania
TMD,Timbedra Airport,Timbedra,Islamic Republic of Mauritania
EMN,Nema Airport,Nema,Islamic Republic of Mauritania
AJJ,Akjoujt Airport,Akjoujt,Islamic Republic of Mauritania
KED,Kaedi Airport,Kaedi,Islamic Republic of Mauritania
MOM,Letfotar Airport,Moudjeria,Islamic Republic of Mauritania
NKC,Nouakchott International Airport,Nouakchott,Islamic Republic of Mauritania
SEY,Selibaby Airport,Selibaby,Islamic Republic of Mauritania
THT,Tamchakett Airport,Tamchakett,Islamic Republic of Mauritania
ATR,Atar International Airport,Atar,Islamic Republic of Mauritania
FGD,Fderik Airport,Fderik,Islamic Republic of Mauritania
NDB,Nouadhibou International Airport,Nouadhibou,Islamic Republic of Mauritania
OUZ,Tazadit Airport,Zouerate,Islamic Republic of Mauritania
CKY,Conakry Airport,Conakry,Republic of Guinea
KSI,Kissidougou Airport,Kissidougou,Republic of Guinea
MCA,Macenta Airport,Macenta,Republic of Guinea
NZE,Nzerekore Airport,Nzerekore,Republic of Guinea
BKJ,Boke Airport,Boke,Republic of Guinea
SBI,Sambailo Airport,Koundara,Republic of Guinea
GII,Siguiri Airport,Siguiri,Republic of Guinea
KNN,Kankan Airport,Kankan,Republic of Guinea
SID,Amilcar Cabral International Airport,Espargos,Republic of Cabo Verde
NTO,Agostinho Neto Airport,Ponta do Sol,Republic of Cabo Verde
BVC,Rabil Airport,Rabil,Republic of Cabo Verde
BVR,Esperadinha Airport,Brava Island,Republic of Cabo Verde
MMO,Maio Airport,Vila do Maio,Republic of Cabo Verde
MTI,Mosteiros Airport,Vila do Mosteiros,Republic of Cabo Verde
RAI,Praia International Airport,Praia,Republic of Cabo Verde
SFL,Sao Filipe Airport,Sao Filipe,Republic of Cabo Verde
SNE,Preguica Airport,Preguica,Republic of Cabo Verde
VXE,Sao Pedro Airport,Sao Pedro,Republic of Cabo Verde
ADD,Bole International Airport,Addis Ababa,Federal Democratic Republic of Ethiopia
BCO,Baco Airport,Baco,Federal Democratic Republic of Ethiopia
BJR,Bahir Dar Airport,Bahir Dar,Federal Democratic Republic of Ethiopia
BEI,Beica Airport,Beica,Federal Democratic Republic of Ethiopia
DSE,Combolcha Airport,Dessie,Federal Democratic Republic of Ethiopia
DEM,Dembidollo Airport,Dembidollo,Federal Democratic Republic of Ethiopia
DBM,Debra Marcos Airport,Debra Marcos,Federal Democratic Republic of Ethiopia
DIR,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Federal Democratic Republic of Ethiopia
DBT,Debre Tabor Airport,Debre Tabor,Federal Democratic Republic of Ethiopia
FNH,Fincha Airport,Fincha,Federal Democratic Republic of Ethiopia
GOB,Robe Airport,Goba,Federal Democratic Republic of Ethiopia
GMB,Gambella Airport,Gambela,Federal Democratic Republic of Ethiopia
GDQ,Gonder Airport,Gondar,Federal Democratic Republic of Ethiopia
GDE,Gode Airport,Gode,Federal Democratic Republic of Ethiopia
GOR,Gore Airport,Gore,Federal Democratic Republic of Ethiopia
HUE,Humera Airport,Humera,Federal Democratic Republic of Ethiopia
JIJ,Jigjiga Garad Wilwal Airport,Jijiga,Federal Democratic Republic of Ethiopia
JIM,Jimma Airport,Jimma,Federal Democratic Republic of Ethiopia
ABK,Kabri Dehar Airport,Kabri Dehar,Federal Democratic Republic of Ethiopia
LFO,Kelafo East Airport,Kelafo,Federal Democratic Republic of Ethiopia
AWA,Awassa Airport,Awassa,Federal Democratic Republic of Ethiopia
LLI,Lalibella Airport,Lalibela,Federal Democratic Republic of Ethiopia
TUJ,Tume Airport,Maji,Federal Democratic Republic of Ethiopia
MZX,Masslo Airport,Masslo,Federal Democratic Republic of Ethiopia
ETE,Metema Airport,Metema,Federal Democratic Republic of Ethiopia
NDM,Mendi Airport,Mendi,Federal Democratic Republic of Ethiopia
MTF,Mizan Teferi Airport,Mizan Teferi,Federal Democratic Republic of Ethiopia
NEJ,Nejjo Airport,Nejjo,Federal Democratic Republic of Ethiopia
NEK,Nekemte Airport,Nekemte,Federal Democratic Republic of Ethiopia
ASO,Asosa Airport,Asosa,Federal Democratic Republic of Ethiopia
SHC,Shire Airport,Shire,Federal Democratic Republic of Ethiopia
TIE,Tippi Airport,Tippi,Federal Democratic Republic of Ethiopia
WAC,Waca Airport,Waca,Federal Democratic Republic of Ethiopia
BJM,Bujumbura International Airport,Bujumbura,Republic of Burundi
GID,Gitega Airport,Gitega,Republic of Burundi
KRE,Kirundo Airport,Kirundo,Republic of Burundi
AAD,Adado Airport,Adado,Federal Republic of Somalia
ALU,Alula Airport,Alula,Federal Republic of Somalia
BIB,Baidoa Airport,Baidoa,Federal Republic of Somalia
CXN,Candala Airport,Candala,Federal Republic of Somalia
HCM,Eil Airport,Eil,Federal Republic of Somalia
BSA,Bosaso Airport,Bosaso,Federal Republic of Somalia
GSR,Gardo Airport,Gardo,Federal Republic of Somalia
HGA,Egal International Airport,Hargeisa,Federal Republic of Somalia
BBO,Berbera Airport,Berbera,Federal Republic of Somalia
MGQ,Aden Adde International Airport,Mogadishu,Federal Republic of Somalia
CMO,Obbia Airport,Obbia,Federal Republic of Somalia
GLK,Galcaio Airport,Galcaio,Federal Republic of Somalia
CMS,Scusciuban Airport,Scusciuban,Federal Republic of Somalia
ERA,Erigavo Airport,Erigavo,Federal Republic of Somalia
BUO,Burao Airport,Burao,Federal Republic of Somalia
GGR,Garowe Airport,Garowe,Federal Republic of Somalia
JIB,Djibouti-Ambouli Airport,Djibouti City,Republic of Djibouti
AII,Ali-Sabieh Airport,Ali-Sabieh,Republic of Djibouti
MHI,Moucha Airport,Moucha Island,Republic of Djibouti
OBC,Obock Airport,Obock,Republic of Djibouti
TDJ,Tadjoura Airport,Tadjoura,Republic of Djibouti
SEW,Siwa Oasis North Airport,Siwa,Arab Republic of Egypt
DBB,El Alamein International Airport,El Alamein,Arab Republic of Egypt
AAC,El Arish International Airport,El Arish,Arab Republic of Egypt
ATZ,Assiut International Airport,Assiut,Arab Republic of Egypt
HBE,Borg El Arab International Airport,Alexandria,Arab Republic of Egypt
ABS,Abu Simbel Airport,Abu Simbel,Arab Republic of Egypt
CAI,Cairo International Airport,Cairo,Arab Republic of Egypt
CCE,Capital International Airport,New Administrative Capital,Arab Republic of Egypt
HRG,Hurghada International Airport,Hurghada,Arab Republic of Egypt
LXR,Luxor International Airport,Luxor,Arab Republic of Egypt
RMF,Marsa Alam International Airport,Marsa Alam,Arab Republic of Egypt
HMB,Sohag International Airport,Sohag,Arab Republic of Egypt
MUH,Mersa Matruh Airport,Mersa Matruh,Arab Republic of Egypt
PSD,Port Said Airport,Port Said,Arab Republic of Egypt
SSH,Sharm El Sheikh International Airport,Sharm el-Sheikh,Arab Republic of Egypt
ASW,Aswan International Airport,Aswan,Arab Republic of Egypt
SPX,Sphinx International Airport,Giza,Arab Republic of Egypt
TCP,Taba International Airport,Taba,Arab Republic of Egypt
ASM,Asmara International Airport,Asmara,the State of Eritrea
MSW,Massawa International Airport,Massawa,the State of Eritrea
ASA,Assab International Airport,Assab,the State of Eritrea
TES,Teseney Airport,Teseney,the State of Eritrea
HPV,Princeville Airport,Hanalei,United States of America
ASV,Amboseli Airport,Amboseli National Park,Republic of Kenya
EDL,Eldoret International Airport,Eldoret,Republic of Kenya
EYS,Eliye Springs Airport,Eliye Springs,Republic of Kenya
KLK,Kalokol Airport,Kalokol,Republic of Kenya
GAS,Garissa Airport,Garissa,Republic of Kenya
HOA,Hola Airport,Hola,Republic of Kenya
NBO,Jomo Kenyatta International Airport,Nairobi,Republic of Kenya
KEU,Keekorok Airport,Keekorok,Republic of Kenya
GGM,Kakamega Airport,Kakamega,Republic of Kenya
KIS,Kisumu Airport,Kisumu,Republic of Kenya
ILU,Kilaguni Airport,Kilaguni,Republic of Kenya
KEY,Kericho Airport,Kericho,Republic of Kenya
KTL,Kitale Airport,Kitale,Republic of Kenya
LKG,Lokichoggio Airport,Lokichoggio,Republic of Kenya
LOK,Lodwar Airport,Lodwar,Republic of Kenya
LAU,Manda Airstrip,Lamu,Republic of Kenya
LOY,Loyengalani Airport,Loyengalani,Republic of Kenya
NDE,Mandera Airport,Mandera,Republic of Kenya
RBT,Segel Airport,Marsabit,Republic of Kenya
JJM,Mulika Lodge Airport,Meru-Kinna,Republic of Kenya
MYD,Malindi Airport,Malindi,Republic of Kenya
MBA,Mombasa Moi International Airport,Mombasa,Republic of Kenya
MRE,Mara Serena Lodge Airstrip,Masai Mara,Republic of Kenya
OYL,Moyale Airport,Moyale (Lower),Republic of Kenya
NYE,Nyeri Airport,Nyeri,Republic of Kenya
NUU,Nakuru Airport,Nakuru,Republic of Kenya
WIL,Nairobi Wilson Airport,Nairobi,Republic of Kenya
NYK,Nanyuki Airport,Nanyuki,Republic of Kenya
UAS,Samburu South Airport,Samburu South,Republic of Kenya
UKA,Ukunda Airstrip,Ukunda,Republic of Kenya
WJR,Wajir Airport,Wajir,Republic of Kenya
SRX,Gardabya Airport,Sirt,Libya
TOB,Gamal Abdel Nasser Airport,Tobruk,Libya
GHT,Ghat Airport,Ghat,Libya
AKF,Kufra Airport,Kufra,Libya
BEN,Benina International Airport,Benghazi,Libya
MJI,Mitiga Airport,Tripoli,Libya
LAQ,La Abraq Airport,Al Bayda',Libya
SEB,Sabha Airport,Sabha,Libya
TIP,Tripoli International Airport,Tripoli,Libya
NFR,Nafurah 1 Airport,Nafurah 1,Libya
LTD,Ghadames East Airport,Ghadames,Libya
WAX,Zwara Airport,Zuwara,Libya
GYI,Gisenyi Airport,Gisenyi,Rwandese Republic
BTQ,Butare Airport,Butare,Rwandese Republic
KGL,Kigali International Airport,Kigali,Rwandese Republic
RHG,Ruhengeri Airport,Ruhengeri,Rwandese Republic
KME,Kamembe Airport,Kamembe,Rwandese Republic
ATB,Atbara Airport,Atbara,Republic of the Sudan
EDB,El Debba Airport,El Debba,Republic of the Sudan
DOG,Dongola Airport,Dongola,Republic of the Sudan
RSS,Damazin Airport,Ad Damazin,Republic of the Sudan
ELF,El Fasher Airport,El Fasher,Republic of the Sudan
GSU,Azaza Airport,Gedaref,Republic of the Sudan
DNX,Galegu Airport,Dinder,Republic of the Sudan
EGN,Geneina Airport,Geneina,Republic of the Sudan
KSL,Kassala Airport,Kassala,Republic of the Sudan
GBU,Khashm El Girba Airport,Khashm El Girba,Republic of the Sudan
KST,Kosti Airport,Kosti,Republic of the Sudan
KDX,Kadugli Airport,Kadugli,Republic of the Sudan
RBX,Rumbek Airport,Rumbek,Republic of South Sudan
MWE,Merowe Airport,Merowe,Republic of the Sudan
NUD,En Nahud Airport,En Nahud,Republic of the Sudan
UYL,Nyala Airport,Nyala,Republic of the Sudan
NHF,New Halfa Airport,New Halfa,Republic of the Sudan
EBD,El Obeid Airport,Al-Ubayyid,Republic of the Sudan
PZU,Port Sudan New International Airport,Port Sudan,Republic of the Sudan
JUB,Juba Airport,Juba,Republic of South Sudan
KRT,Khartoum International Airport,Khartoum,Republic of the Sudan
MAK,Malakal Airport,Malakal,Republic of South Sudan
WHF,Wadi Halfa Airport,Wadi Halfa,Republic of the Sudan
WUU,Wau Airport,Wau,Republic of South Sudan
ZLX,Zalingei Airport,Zalingei,Republic of the Sudan
ARK,Arusha Airport,Arusha,United Republic of Tanzania
BKZ,Bukoba Airport,Bukoba,United Republic of Tanzania
DAR,Mwalimu Julius K. Nyerere International Airport,Dar es Salaam,United Republic of Tanzania
DOD,Dodoma Airport,Dodoma,United Republic of Tanzania
IRI,Iringa Airport,Nduli,United Republic of Tanzania
TKQ,Kigoma Airport,Kigoma,United Republic of Tanzania
KIY,Kilwa Masoko Airport,Kilwa Masoko,United Republic of Tanzania
JRO,Kilimanjaro International Airport,Arusha,United Republic of Tanzania
LDI,Kikwetu Airport,Lindi,United Republic of Tanzania
LKY,Lake Manyara Airport,Lake Manyara National Park,United Republic of Tanzania
MFA,Mafia Island Airport,Mafia Island,United Republic of Tanzania
MBI,Mbeya Airport,Mbeya,United Republic of Tanzania
MWN,Mwadui Airport,Mwadui,United Republic of Tanzania
XMI,Masasi Airport,Masasi,United Republic of Tanzania
MYW,Mtwara Airport,Mtwara,United Republic of Tanzania
MUZ,Musoma Airport,Musoma,United Republic of Tanzania
MWZ,Mwanza Airport,Mwanza,United Republic of Tanzania
NCH,Nachingwea Airport,Nachingwea,United Republic of Tanzania
JOM,Njombe Airport,Njombe,United Republic of Tanzania
PMA,Pemba Airport,Chake,United Republic of Tanzania
SEU,Seronera Airport,Seronera,United Republic of Tanzania
SGX,Songea Airport,Songea,United Republic of Tanzania
SUT,Sumbawanga Airport,Sumbawanga,United Republic of Tanzania
SHY,Shinyanga Airport,Shinyanga,United Republic of Tanzania
TBO,Tabora Airport,Tabora,United Republic of Tanzania
TGT,Tanga Airport,Tanga,United Republic of Tanzania
ZNZ,Zanzibar Airport,Kiembi Samaki,United Republic of Tanzania
RUA,Arua Airport,Arua,Republic of Uganda
EBB,Entebbe International Airport,Kampala,Republic of Uganda
ULU,Gulu Airport,Gulu,Republic of Uganda
JIN,Jinja Airport,Jinja,Republic of Uganda
KBG,Kabalega Falls Airport,Kabalega Falls,Republic of Uganda
KSE,Kasese Airport,Kasese,Republic of Uganda
MBQ,Mbarara Airport,Mbarara,Republic of Uganda
KCU,Masindi Airport,Masindi,Republic of Uganda
SRT,Soroti Airport,Soroti,Republic of Uganda
TRY,Tororo Airport,Tororo,Republic of Uganda
AMK,Animas Air Park,Durango,United States of America
BDX,Broadus Airport,Broadus,United States of America
EUE,Eureka Airport,Eureka,United States of America
KPT,Jackpot/Hayden Field,Jackpot,United States of America
PQS,Pilot Station Airport,Pilot Station,United States of America
FID,Elizabeth Field,Fishers Island,United States of America
RTL,Spirit Lake Municipal Airport,Spirit Lake,United States of America
HUD,Humboldt Municipal Airport,Humboldt,United States of America
TWD,Jefferson County International Airport,Port Townsend,United States of America
MVM,Kayenta Airport,Kayenta,United States of America
HCC,Columbia County Airport,Hudson,United States of America
AHD,Ardmore Downtown Executive Airport,Ardmore,United States of America
GCW,Grand Canyon West Airport,Peach Springs,United States of America
KKK,Kalakaket Creek Air Station,Kalakaket Creek,United States of America
CKE,Lampson Field,Lakeport,United States of America
ROF,Montague-Yreka Rohrer Field,Montague,United States of America
MHS,Dunsmuir Municipal-Mott Airport,Dunsmuir,United States of America
PLY,Plymouth Municipal Airport,Plymouth,United States of America
MIJ,Mili Airport,Mili Island,Republic of the Marshall Islands
PGC,Grant County Airport,Hyannis,United States of America
CNE,Fremont County Airport,Canon City,United States of America
GCT,Grand Canyon Bar Ten Airstrip,Whitmore,United States of America
LVD,Lime Village Airport,Lime Village,United States of America
NWH,Parlin Field,Newport,United States of America
IRB,Iraan Municipal Airport,Iraan,United States of America
ODM,Garrett County Airport,Oakland,United States of America
TLF,Telida Airport,Telida,United States of America
GNF,Gansner Field,Quincy,United States of America
CHZ,Chiloquin State Airport,Chiloquin,United States of America
LTW,St Mary's County Regional Airport,Leonardtown,United States of America
USC,"Union County, Troy Shelton Field",Union,United States of America
AHF,Arapahoe Municipal Airport,Arapahoe,United States of America
PCT,Princeton Airport,Princeton/Rocky Hill,United States of America
NRI,Grand Lake Regional Airport,Afton,United States of America
GTP,Grants Pass Airport,Grants Pass,United States of America
TEH,Tetlin Airport,Tetlin,United States of America
NLE,Jerry Tyler Memorial Airport,Niles,United States of America
VRS,Roy Otten Memorial Airfield,Versailles,United States of America
GCD,Grand Coulee Dam Airport,Electric City,United States of America
VLE,Valle Airport,Grand Canyon,United States of America
NTJ,Manti-Ephraim Airport,Manti,United States of America
SBO,Salina-Gunnison Airport,Salina,United States of America
JVI,Central Jersey Regional Airport,Manville,United States of America
